erinnerte,sich
sich,wo
wo,er
er,wäre
wäre,und
und,wie
wie,er
er,hierher
hierher,gekommen
gekommen,sei.
sei.,doch
doch,bedurfte
bedurfte,er
er,hierzu
hierzu,einer
einer,langen
langen,weile
weile,und
und,das
das,vergangene
vergangene,erschien
erschien,ihm
ihm,wie
wie,von
von,einem
einem,schleier
schleier,überzogen
überzogen,unendlich
unendlich,fern
fern,unendlich
unendlich,weit
weit,weg
weg,gelegen
gelegen,unendlich
unendlich,gleichgültig.
gleichgültig.,er
er,wußte
wußte,nur
nur,daß
daß,er
er,sein
sein,früheres
früheres,leben
leben,im
im,ersten
ersten,augenblick
augenblick,der
der,besinnung
besinnung,erschien
erschien,ihm
ihm,dies
dies,frühere
frühere,leben
leben,wie
wie,eine
eine,weit
weit,zurückliegende
zurückliegende,einstige
einstige,verkörperung
verkörperung,wie
wie,eine
eine,frühe
frühe,vorgeburt
vorgeburt,seines
seines,jetzigen
jetzigen,ich)
ich),--daß
--daß,er
er,sein
sein,früheres
früheres,leben
leben,verlassen
verlassen,habe
habe,daß
daß,er
er,voll
voll,ekel
ekel,und
und,elend
elend,sogar
sogar,sein
sein,leben
leben,habe
habe,wegwerfen
wegwerfen,wollen
wollen,daß
daß,er
er,aber
aber,an
an,einem
einem,flusse
flusse,unter
unter,einem
einem,kokosbaume
kokosbaume,zu
zu,sich
sich,gekommen
gekommen,sei
sei,das
das,heilige
heilige,wort
wort,om
om,auf
auf,den
den,lippen
lippen,dann
dann,entschlummert
entschlummert,sei
sei,und
und,nun
nun,erwacht
erwacht,als
als,ein
ein,neuer
neuer,mensch
mensch,in
in,die
die,welt
welt,blicke.
blicke.,leise
leise,sprach
sprach,er
er,das
das,wort
wort,om
om,vor
vor,sich
sich,hin
hin,über
über,welchem
welchem,er
er,eingeschlafen
eingeschlafen,war
war,und
und,ihm
ihm,schien
schien,sein
sein,ganzer
ganzer,langer
langer,schlaf
schlaf,sei
sei,nichts
nichts,als
als,ein
ein,langes
langes,versunkenes
versunkenes,om-sprechen
om-sprechen,gewesen
gewesen,ein
ein,om-denken
om-denken,ein
ein,untertauchen
untertauchen,und
und,völliges
völliges,eingehen
eingehen,in
in,om
om,in
in,das
das,namenlose
namenlose,vollendete.
vollendete.,was
was,für
für,ein
ein,wunderbarer
wunderbarer,schlaf
schlaf,war
war,dies
dies,doch
doch,gewesen!
gewesen!,niemals
niemals,hatte
hatte,ein
ein,schlaf
schlaf,ihn
ihn,so
so,erfrischt
erfrischt,so
so,erneut
erneut,so
so,verjüngt!
verjüngt!,vielleicht
vielleicht,war
war,er
er,wirklich
wirklich,gestorben
gestorben,war
war,untergegangen
untergegangen,und
und,in
in,einer
einer,neuen
neuen,gestalt
gestalt,wiedergeboren?
wiedergeboren?,aber
aber,nein
nein,er
er,kannte
kannte,sich
sich,er
er,kannte
kannte,seine
seine,hand
hand,und
und,seine
seine,füße
füße,kannte
kannte,den
den,ort
ort,an
an,dem
dem,er
er,lag
lag,kannte
kannte,dies
dies,ich
ich,in
in,seiner
seiner,brust
brust,diesen
diesen,siddhartha
siddhartha,den
den,eigenwilligen
eigenwilligen,den
den,seltsamen
seltsamen,aber
aber,dieser
dieser,siddhartha
siddhartha,war
war,dennoch
dennoch,verwandelt
verwandelt,war
war,erneut
erneut,war
war,merkwürdig
merkwürdig,ausgeschlafen
ausgeschlafen,merkwürdig
merkwürdig,wach
wach,freudig
freudig,und
und,neugierig.
neugierig.,siddhartha
siddhartha,richtete
richtete,sich
sich,empor
empor,da
da,sah
sah,er
er,sich
sich,gegenüber
gegenüber,einen
einen,menschen
menschen,sitzen
sitzen,einen
einen,fremden
fremden,mann
mann,einen
einen,mönch
mönch,in
in,gelbem
gelbem,gewande
gewande,mit
mit,rasiertem
rasiertem,kopfe
kopfe,in
in,der
der,stellung
stellung,des
des,nachdenkens.
nachdenkens.,er
er,betrachtete
betrachtete,den
den,mann
mann,der
der,weder
weder,haupthaar
haupthaar,noch
noch,bart
bart,an
an,sich
sich,hatte
hatte,und
und,nicht
nicht,lange
lange,hatte
hatte,er
er,ihn
ihn,betrachtet
betrachtet,da
da,erkannte
erkannte,er
er,in
in,diesem
diesem,mönche
mönche,govinda
govinda,den
den,freund
freund,seiner
seiner,jugend
jugend,govinda
govinda,der
der,seine
seine,zuflucht
zuflucht,zum
zum,erhabenen
erhabenen,buddha
buddha,genommen
genommen,hatte.
hatte.,govinda
govinda,war
war,gealtert
gealtert,auch
auch,er
er,aber
aber,noch
noch,immer
immer,trug
trug,sein
sein,gesicht
gesicht,die
die,alten
alten,züge
züge,sprach
sprach,von
von,eifer
eifer,von
von,treue
treue,von
von,suchen
suchen,von
von,ängstlichkeit.
ängstlichkeit.,als
als,nun
nun,aber
aber,govinda
govinda,seinen
seinen,blick
blick,fühlend
fühlend,das
das,auge
auge,aufschlug
aufschlug,und
und,ihn
ihn,anschaute
anschaute,sah
sah,siddhartha
siddhartha,daß
daß,govinda
govinda,ihn
ihn,nicht
nicht,erkenne.
erkenne.,govinda
govinda,freute
freute,sich
sich,ihn
ihn,wach
wach,zu
zu,finden
finden,offenbar
offenbar,hatte
hatte,er
er,lange
lange,hier
hier,gesessen
gesessen,und
und,auf
auf,sein
sein,erwachen
erwachen,gewartet
gewartet,obwohl
obwohl,er
er,ihn
ihn,nicht
nicht,kannte.
kannte.,"""ich"
"""ich",habe
habe,geschlafen
geschlafen,sagte
sagte,siddhartha.
siddhartha.,"""wie"
"""wie",bist
bist,denn
denn,du
du,hierher
hierher,gekommen?
gekommen?,"""du"
"""du",hast
hast,geschlafen
geschlafen,antwortete
antwortete,govinda.
govinda.,"""es"
"""es",ist
ist,nicht
nicht,gut
gut,an
an,solchen
solchen,orten
orten,zu
zu,schlafen
schlafen,wo
wo,häufig
häufig,schlangen
schlangen,sind
sind,und
und,die
die,tiere
tiere,des
des,waldes
waldes,ihre
ihre,wege
wege,haben.
haben.,ich
ich,o
o,herr
herr,bin
bin,ein
ein,jünger
jünger,des
des,erhabenen
erhabenen,gotama
gotama,des
des,buddha
buddha,des
des,sakyamuni
sakyamuni,und
und,bin
bin,mit
mit,einer
einer,zahl
zahl,der
der,unsrigen
unsrigen,diesen
diesen,weg
weg,gepilgert
gepilgert,da
da,sah
sah,ich
ich,dich
dich,liegen
liegen,und
und,schlafen
schlafen,an
an,einem
einem,orte
orte,wo
wo,es
es,gefährlich
gefährlich,ist
ist,zu
zu,schlafen.
schlafen.,darum
darum,suchte
suchte,ich
ich,dich
dich,zu
zu,wecken
wecken,o
o,herr
herr,und
und,da
da,ich
ich,sah
sah,daß
daß,dein
dein,schlaf
schlaf,sehr
sehr,tief
tief,war
war,blieb
blieb,ich
ich,hinter
hinter,den
den,meinigen
meinigen,zurück
zurück,und
und,saß
saß,bei
bei,dir.
dir.,und
und,dann
dann,so
so,scheint
scheint,es
es,bin
bin,ich
ich,selbst
selbst,eingeschlafen
eingeschlafen,der
der,ich
ich,deinen
deinen,schlaf
schlaf,bewachen
bewachen,wollte.
wollte.,schlecht
schlecht,habe
habe,ich
ich,meinen
meinen,dienst
dienst,versehen
versehen,müdigkeit
müdigkeit,hat
hat,mich
mich,übermannt.
übermannt.,aber
aber,nun
nun,da
da,du
du,ja
ja,wach
wach,bist
bist,laß
laß,mich
mich,gehen
gehen,damit
damit,ich
ich,meine
meine,brüder
brüder,einhole.
einhole.,"""ich"
"""ich",danke
danke,dir
dir,samana
samana,daß
daß,du
du,meinen
meinen,schlaf
schlaf,behütet
behütet,hast
hast,sprach
sprach,siddhartha.
siddhartha.,"""freundlich"
"""freundlich",seid
seid,ihr
ihr,jünger
jünger,des
des,erhabenen.
erhabenen.,nun
nun,magst
magst,du
du,denn
denn,gehen.
gehen.,"""ich"
"""ich",gehe
gehe,herr.
herr.,möge
möge,der
der,herr
herr,sich
sich,immer
immer,wohl
wohl,befinden.
befinden.,"""ich"
"""ich",danke
danke,dir
dir,samana.
samana.,govinda
govinda,machte
machte,das
das,zeichen
zeichen,des
des,grußes
grußes,und
und,sagte:
sagte:,"""lebe"
"""lebe",wohl.
wohl.,"""lebe"
"""lebe",wohl
wohl,govinda
govinda,sagte
sagte,siddhartha.
siddhartha.,der
der,mönch
mönch,blieb
blieb,stehen.
stehen.,"""erlaube"
"""erlaube",herr
herr,woher
woher,kennst
kennst,du
du,meinen
meinen,namen?
namen?,da
da,lächelte
lächelte,siddhartha.
siddhartha.,"""ich"
"""ich",kenne
kenne,dich
dich,o
o,govinda
govinda,aus
aus,der
der,hütte
hütte,deines
deines,vaters
vaters,und
und,aus
aus,der
der,brahmanenschule
brahmanenschule,und
und,von
von,den
den,opfern
opfern,und
und,von
von,unsrem
unsrem,gang
gang,zu
zu,den
den,samanas
samanas,und
und,von
von,jener
jener,stunde
stunde,da
da,du
du,im
im,hain
hain,jetavana
jetavana,deine
deine,zuflucht
zuflucht,zum
zum,erhabenen
erhabenen,nahmest.
nahmest.,"""du"
"""du",bist
bist,siddhartha!
siddhartha!,rief
rief,govinda
govinda,laut.
laut.,"""jetzt"
"""jetzt",erkenne
erkenne,ich
ich,dich
dich,und
und,begreife
begreife,nicht
nicht,mehr
mehr,wie
wie,ich
ich,dich
dich,nicht
nicht,sogleich
sogleich,erkennen
erkennen,konnte.
konnte.,sei
sei,willkommen
willkommen,siddhartha
siddhartha,groß
groß,ist
ist,meine
meine,freude
freude,dich
dich,wiederzusehen.
wiederzusehen.,"""auch"
"""auch",mich
mich,erfreut
erfreut,es
es,dich
dich,wiederzusehen.
wiederzusehen.,du
du,bist
bist,der
der,wächter
wächter,meines
meines,schlafes
schlafes,gewesen
gewesen,nochmals
nochmals,danke
danke,ich
ich,dir
dir,dafür
dafür,obwohl
obwohl,ich
ich,keines
keines,wächters
wächters,bedurft
bedurft,hätte.
hätte.,wohin
wohin,gehst
gehst,du
du,o
o,freund?
freund?,"""nirgendshin"
"""nirgendshin",gehe
gehe,ich.
ich.,immer
immer,sind
sind,wir
wir,mönche
mönche,unterwegs
unterwegs,solange
solange,nicht
nicht,regenzeit
regenzeit,ist
ist,immer
immer,ziehen
ziehen,wir
wir,von
von,ort
ort,zu
zu,ort
ort,leben
leben,nach
nach,der
der,regel
regel,verkündigen
verkündigen,die
die,lehre
lehre,nehmen
nehmen,almosen
almosen,ziehen
ziehen,weiter.
weiter.,immer
immer,ist
ist,es
es,so.
so.,du
du,aber
aber,siddhartha
siddhartha,wo
wo,gehst
gehst,du
du,hin?
hin?,sprach
sprach,siddhartha:
siddhartha:,"""auch"
"""auch",mit
mit,mir
mir,steht
steht,es
es,so
so,freund
freund,wie
wie,mit
mit,dir.
dir.,ich
ich,gehe
gehe,nirgendhin.
nirgendhin.,ich
ich,bin
bin,nur
nur,unterwegs.
unterwegs.,ich
ich,pilgere.
pilgere.,govinda
govinda,sprach:
sprach:,"""du"
"""du",sagst:
sagst:,du
du,pilgerst
pilgerst,und
und,ich
ich,glaube
glaube,dir.
dir.,doch
doch,verzeih
verzeih,o
o,siddhartha
siddhartha,nicht
nicht,wie
wie,ein
ein,pilger
pilger,siehst
siehst,du
du,aus.
aus.,du
du,trägst
trägst,das
das,kleid
kleid,eines
eines,reichen
reichen,du
du,trägst
trägst,die
die,schuhe
schuhe,eines
eines,vornehmen
vornehmen,und
und,dein
dein,haar
haar,das
das,nach
nach,wohlriechendem
wohlriechendem,wasser
wasser,duftet
duftet,ist
ist,nicht
nicht,das
das,haar
haar,eines
eines,pilgers
pilgers,nicht
nicht,das
das,haar
haar,eines
eines,samanas.
samanas.,"""wohl"
"""wohl",lieber
lieber,gut
gut,hast
hast,du
du,beobachtet
beobachtet,alles
alles,sieht
sieht,dein
dein,scharfes
scharfes,auge.
auge.,doch
doch,habe
habe,ich
ich,nicht
nicht,zu
zu,dir
dir,gesagt
gesagt,daß
daß,ich
ich,ein
ein,samana
samana,sei.
sei.,ich
ich,sagte:
sagte:,ich
ich,pilgere.
pilgere.,und
und,so
so,ist
ist,es:
es:,ich
ich,pilgere.
pilgere.,"""du"
"""du",pilgerst
pilgerst,sagte
sagte,govinda.
govinda.,"""aber"
"""aber",wenige
wenige,pilgern
pilgern,in
in,solchem
solchem,kleide
kleide,wenige
wenige,in
in,solchen
solchen,schuhen
schuhen,wenige
wenige,mit
mit,solchen
solchen,haaren.
haaren.,nie
nie,habe
habe,ich
ich,der
der,ich
ich,schon
schon,viele
viele,jahre
jahre,pilgere
pilgere,solch
solch,einen
einen,pilger
pilger,angetroffen.
angetroffen.,"""ich"
"""ich",glaube
glaube,es
es,dir
dir,mein
mein,govinda.
govinda.,aber
aber,nun
nun,heute
heute,hast
hast,du
du,eben
eben,einen
einen,solchen
solchen,pilger
pilger,angetroffen
angetroffen,in
in,solchen
solchen,schuhen
schuhen,mit
mit,solchem
solchem,gewande.
gewande.,erinnere
erinnere,dich
dich,lieber:
lieber:,vergänglich
vergänglich,ist
ist,die
die,welt
welt,der
der,gestaltungen
gestaltungen,vergänglich
vergänglich,höchst
höchst,vergänglich
vergänglich,sind
sind,unsere
unsere,gewänder
gewänder,und
und,die
die,tracht
tracht,unserer
unserer,haare
haare,und
und,unsere
unsere,haare
haare,und
und,körper
körper,selbst.
selbst.,ich
ich,trage
trage,die
die,kleider
kleider,eines
eines,reichen
reichen,da
da,hast
hast,du
du,recht
recht,gesehen.
gesehen.,ich
ich,trage
trage,sie
sie,denn
denn,ich
ich,bin
bin,ein
ein,reicher
reicher,gewesen
gewesen,und
und,trage
trage,das
das,haar
haar,wie
wie,die
die,weltleute
weltleute,und
und,lüstlinge
lüstlinge,denn
denn,einer
einer,von
von,ihnen
ihnen,bin
bin,ich
ich,gewesen.
gewesen.,"""und"
"""und",jetzt
jetzt,siddhartha
siddhartha,was
was,bist
bist,du
du,jetzt?
jetzt?,"""ich"
"""ich",weiß
weiß,es
es,nicht
nicht,ich
ich,weiß
weiß,es
es,so
so,wenig
wenig,wie
wie,du.
du.,ich
ich,bin
bin,unterwegs.
unterwegs.,ich
ich,war
war,ein
ein,reicher
reicher,und
und,bin
bin,es
es,nicht
nicht,mehr;
mehr;,und
und,was
was,ich
ich,morgen
morgen,sein
sein,werde
werde,weiß
weiß,ich
ich,nicht.
nicht.,"""du"
"""du",hast
hast,deinen
deinen,reichtum
reichtum,verloren?
verloren?,"""ich"
"""ich",habe
habe,ihn
ihn,verloren
verloren,oder
oder,er
er,mich.
mich.,er
er,ist
ist,mir
mir,abhanden
abhanden,gekommen.
gekommen.,schnell
schnell,dreht
dreht,sich
sich,das
das,rad
rad,der
der,gestaltungen
gestaltungen,govinda.
govinda.,wo
wo,ist
ist,der
der,brahmane
brahmane,siddhartha?
siddhartha?,wo
wo,ist
ist,der
der,samana
samana,siddhartha?
siddhartha?,wo
wo,ist
ist,der
der,reiche
reiche,siddhartha?
siddhartha?,schnell
schnell,wechselt
wechselt,das
das,vergängliche
vergängliche,govinda
govinda,du
du,weißt
weißt,es.
es.,govinda
govinda,blickte
blickte,den
den,freund
freund,seiner
seiner,jugend
jugend,lange
lange,an
an,zweifel
zweifel,im
im,auge.
auge.,darauf
darauf,grüßte
grüßte,er
er,ihn
ihn,wie
wie,man
man,vornehme
vornehme,grüßt
grüßt,und
und,ging
ging,seines
seines,weges.
weges.,mit
mit,lächelndem
lächelndem,gesicht
gesicht,schaute
schaute,siddhartha
siddhartha,ihm
ihm,nach
nach,er
er,liebte
liebte,ihn
ihn,noch
noch,immer
immer,diesen
diesen,treuen
treuen,diesen
diesen,ängstlichen.
ängstlichen.,und
und,wie
wie,hätte
hätte,er
er,in
in,diesem
diesem,augenblick
augenblick,in
in,dieser
dieser,herrlichen
herrlichen,stunde
stunde,nach
nach,seinem
seinem,wunderbaren
wunderbaren,schlafe
schlafe,durchdrungen
durchdrungen,von
von,om
om,irgend
irgend,jemand
jemand,und
und,irgend
irgend,etwas
etwas,nicht
nicht,lieben
lieben,sollen!
sollen!,eben
eben,darin
darin,bestand
bestand,die
die,verzauberung
verzauberung,welche
welche,im
im,schlafe
schlafe,und
und,durch
durch,das
das,om
om,in
in,ihm
ihm,geschehen
geschehen,war
war,daß
daß,er
er,alles
alles,liebte
liebte,daß
daß,er
er,voll
voll,froher
froher,liebe
liebe,war
war,zu
zu,allem
allem,was
was,er
er,sah.
sah.,und
und,eben
eben,daran
daran,so
so,schien
schien,es
es,ihm
ihm,jetzt
jetzt,war
war,er
er,vorher
vorher,so
so,sehr
sehr,krank
krank,gewesen
gewesen,daß
daß,er
er,nichts
nichts,und
und,niemand
niemand,hatte
hatte,lieben
lieben,können.
können.,mit
mit,lächelndem
lächelndem,gesichte
gesichte,schaute
schaute,siddhartha
siddhartha,dem
dem,hinweggehenden
hinweggehenden,mönche
mönche,nach.
nach.,der
der,schlaf
schlaf,hatte
hatte,ihn
ihn,sehr
sehr,gestärkt
gestärkt,sehr
sehr,aber
aber,quälte
quälte,ihn
ihn,der
der,hunger
hunger,denn
denn,er
er,hatte
hatte,nun
nun,zwei
zwei,tage
tage,nichts
nichts,gegessen
gegessen,und
und,lange
lange,war
war,die
die,zeit
zeit,vorüber
vorüber,da
da,er
er,hart
hart,gegen
gegen,den
den,hunger
hunger,gewesen
gewesen,war.
war.,mit
mit,kummer
kummer,und
und,doch
doch,auch
auch,mit
mit,lachen
lachen,gedachte
gedachte,er
er,jener
jener,zeit.
zeit.,damals
damals,so
so,erinnerte
erinnerte,er
er,sich
sich,hatte
hatte,er
er,sich
sich,vor
vor,kamala
kamala,dreier
dreier,dinge
dinge,gerühmt
gerühmt,hatte
hatte,drei
drei,edle
edle,und
und,unüberwindliche
unüberwindliche,künste
künste,gekonnt:
gekonnt:,fasten--warten--denken.
fasten--warten--denken.,dies
dies,war
war,sein
sein,besitz
besitz,gewesen
gewesen,seine
seine,macht
macht,und
und,kraft
kraft,sein
sein,fester
fester,stab
stab,in
in,den
den,fleißigen
fleißigen,mühseligen
mühseligen,jahren
jahren,seiner
seiner,jugend
jugend,hatte
hatte,er
er,diese
diese,drei
drei,künste
künste,gelernt
gelernt,nichts
nichts,anderes.
anderes.,und
und,nun
nun,hatten
hatten,sie
sie,ihn
ihn,verlassen
verlassen,keine
keine,von
von,ihnen
ihnen,war
war,mehr
mehr,sein
sein,nicht
nicht,fasten
fasten,nicht
nicht,warten
warten,nicht
nicht,denken.
denken.,um
um,das
das,elendeste
elendeste,hatte
hatte,er
er,sie
sie,hingegeben
hingegeben,um
um,das
das,vergänglichste
vergänglichste,um
um,sinnenlust
sinnenlust,um
um,wohlleben
wohlleben,um
um,reichtum!
reichtum!,seltsam
seltsam,war
war,es
es,ihm
ihm,in
in,der
der,tat
tat,ergangen.
ergangen.,und
und,jetzt
jetzt,so
so,schien
schien,es
es,jetzt
jetzt,war
war,er
er,wirklich
wirklich,ein
ein,kindermensch
kindermensch,geworden.
geworden.,siddhartha
siddhartha,dachte
dachte,über
über,seine
seine,lage
lage,nach.
nach.,schwer
schwer,fiel
fiel,ihm
ihm,das
das,denken
denken,er
er,hatte
hatte,im
im,grunde
grunde,keine
keine,lust
lust,dazu
dazu,doch
doch,zwang
zwang,er
er,sich.
sich.,nun
nun,dachte
dachte,er
er,da
da,alle
alle,diese
diese,vergänglichsten
vergänglichsten,dinge
dinge,mir
mir,wieder
wieder,entglitten
entglitten,sind
sind,nun
nun,stehe
stehe,ich
ich,wieder
wieder,unter
unter,der
der,sonne
sonne,wie
wie,ich
ich,einst
einst,als
als,kleines
kleines,kind
kind,gestanden
gestanden,bin
bin,nichts
nichts,ist
ist,mein
mein,nichts
nichts,kann
kann,ich
ich,nichts
nichts,vermag
vermag,ich
ich,nichts
nichts,habe
habe,ich
ich,gelernt.
gelernt.,wie
wie,ist
ist,dies
dies,wunderlich!
wunderlich!,jetzt
jetzt,wo
wo,ich
ich,nicht
nicht,mehr
mehr,jung
jung,bin
bin,wo
wo,meine
meine,haare
haare,schon
schon,halb
halb,grau
grau,sind
sind,wo
wo,die
die,kräfte
kräfte,nachlassen
nachlassen,jetzt
jetzt,fange
fange,ich
ich,wieder
wieder,von
von,vorn
vorn,und
und,beim
beim,kinde
kinde,an!
an!,wieder
wieder,mußte
mußte,er
er,lächeln.
lächeln.,ja
ja,seltsam
seltsam,war
war,sein
sein,geschick!
geschick!,es
es,ging
ging,abwärts
abwärts,mit
mit,ihm
ihm,und
und,nun
nun,stand
stand,er
er,wieder
wieder,leer
leer,und
und,nackt
nackt,und
und,dumm
dumm,in
in,der
der,welt.
welt.,aber
aber,kummer
kummer,darüber
darüber,konnte
konnte,er
er,nicht
nicht,empfinden
empfinden,nein
nein,er
er,fühlte
fühlte,sogar
sogar,großen
großen,anreiz
anreiz,zum
zum,lachen
lachen,zum
zum,lachen
lachen,über
über,sich
sich,zum
zum,lachen
lachen,über
über,diese
diese,seltsame
seltsame,törichte
törichte,welt.
welt.,"""abwärts"
"""abwärts",geht
geht,es
es,mit
mit,dir!
dir!,sagte
sagte,er
er,zu
zu,sich
sich,selber
selber,und
und,lachte
lachte,dazu
dazu,und
und,wie
wie,er
er,es
es,sagte
